,cty,resid,total,year,non_resid,res_rate,nonres_rate,res_val,nonres_val
189,Lincoln,7153560.0,44048450.0,1997.0,36894890.0,0.0974,0.29,73445174.53798768,127223758.62068966
357,Lincoln,7349100.0,44756460.0,1998.0,37407360.0,0.0974,0.29,75452772.07392196,128990896.55172415
421,Lincoln,8745970.0,48766760.0,1999.0,40020790.0,0.0974,0.29,89794353.18275154,138002724.13793105
485,Lincoln,9053930.0,49769590.0,2000.0,40715660.0,0.0974,0.29,92956160.16427104,140398827.5862069
549,Lincoln,10338450.0,53220940.0,2001.0,42882490.0,0.0915,0.29,112988524.59016393,147870655.1724138
613,Lincoln,10522250.0,53983290.0,2002.0,43461040.0,0.0915,0.29,114997267.75956285,149865655.1724138
677,Lincoln,9754480.0,61492580.0,2003.0,51738100.0,0.0796,0.29,122543718.59296481,178407241.37931037
741,Lincoln,9897227.0,63928401.0,2004.0,54031174.0,0.0796,0.29,124337022.61306532,186314393.1034483
805,Lincoln,10709322.0,66251432.0,2005.0,55542110.0,0.0796,0.29,134539221.10552764,191524517.24137932
869,Lincoln,10931569.0,69202604.0,2006.0,58271035.0,0.0796,0.29,137331268.8442211,200934603.44827586
933,Lincoln,11527155.0,70141941.0,2007.0,58614786.0,0.0796,0.29,144813505.02512562,202119951.72413793
997,Lincoln,11662991.0,71583433.0,2008.0,59920442.0,0.0796,0.29,146519987.4371859,206622213.79310346
1061,Lincoln,11787328.0,78177355.0,2009.0,66390027.0,0.0796,0.29,148082010.05025125,228931127.5862069
1125,Lincoln,11944300.0,82944053.0,2010.0,70999753.0,0.0796,0.29,150054020.1005025,244826734.48275864
1189,Lincoln,11415100.0,91225414.0,2011.0,79810314.0,0.0796,0.29,143405778.89447236,275207979.3103449
1253,Lincoln,11567032.0,107622624.0,2012.0,96055592.0,0.0796,0.29,145314472.36180905,331226179.3103449
120,Logan,29004800.0,106813990.0,1993.0,77809190.0,0.1286,0.29,225542768.27371696,268307551.72413796
121,Logan,29513440.0,108448200.0,1994.0,78934760.0,0.1286,0.29,229497978.22706068,272188827.5862069
122,Logan,32555020.0,111505790.0,1995.0,78950770.0,0.1036,0.29,314237644.7876448,272244034.48275864
123,Logan,33644470.0,119468400.0,1996.0,85823930.0,0.1036,0.29,324753571.42857146,295944586.20689654
124,Logan,45870550.0,137608270.0,1997.0,91737720.0,0.0974,0.29,470950205.338809,316336965.5172414
358,Logan,46856860.0,137037280.0,1998.0,90180420.0,0.0974,0.29,481076591.37577003,310966965.5172414
422,Logan,52385860.0,146146230.0,1999.0,93760370.0,0.0974,0.29,537842505.1334702,323311620.6896552
486,Logan,53714620.0,148267960.0,2000.0,94553340.0,0.0974,0.29,551484804.9281315,326046000.0
550,Logan,52713700.0,152006740.0,2001.0,99293040.0,0.0915,0.29,576106010.9289618,342389793.1034483
614,Logan,53402250.0,151747130.0,2002.0,98344880.0,0.0915,0.29,583631147.5409837,339120275.862069
678,Logan,49506610.0,158491000.0,2003.0,108984390.0,0.0796,0.29,621942336.6834171,375808241.37931037
742,Logan,50683080.0,160382090.0,2004.0,109699010.0,0.0796,0.29,636722110.5527638,378272448.2758621
806,Logan,53078810.0,172910350.0,2005.0,119831540.0,0.0796,0.29,666819221.1055276,413212206.8965517
870,Logan,53706850.0,190326160.0,2006.0,136619310.0,0.0796,0.29,674709170.8542713,471101068.9655173
934,Logan,56098620.0,202525850.0,2007.0,146427230.0,0.0796,0.29,704756532.6633165,504921482.75862074
998,Logan,56680370.0,241262240.0,2008.0,184581870.0,0.0796,0.29,712064949.7487437,636489206.8965517
1062,Logan,58816000.0,272229170.0,2009.0,213413170.0,0.0796,0.29,738894472.361809,735907482.7586207
1126,Logan,59135430.0,254985410.0,2010.0,195849980.0,0.0796,0.29,742907412.0603014,675344758.6206897
1190,Logan,58534610.0,265620070.0,2011.0,207085460.0,0.0796,0.29,735359422.1105527,714087793.1034483
1254,Logan,58773520.0,271131910.0,2012.0,212358390.0,0.0796,0.29,738360804.0201005,732270310.3448277
155,Mesa,253963290.0,499116140.0,1993.0,245152850.0,0.1286,0.29,1974831181.9595647,845354655.1724138
156,Mesa,264726920.0,519195590.0,1994.0,254468670.0,0.1286,0.29,2058529704.510109,877478172.4137932
157,Mesa,293060880.0,572729680.0,1995.0,279668800.0,0.1036,0.29,2828772972.972973,964375172.4137932
158,Mesa,306279520.0,583233770.0,1996.0,276954250.0,0.1036,0.29,2956366023.1660233,955014655.1724138
159,Mesa,346506150.0,655769710.0,1997.0,309263560.0,0.0974,0.29,3557558008.2135525,1066426068.9655173
359,Mesa,362113770.0,678708440.0,1998.0,316594670.0,0.0974,0.29,3717800513.3470225,1091705758.6206896
423,Mesa,410369520.0,766803740.0,1999.0,356434220.0,0.0974,0.29,4213239425.051335,1229083517.2413795
487,Mesa,431180250.0,807080650.0,2000.0,375900400.0,0.0974,0.29,4426901950.718686,1296208275.8620691
551,Mesa,468340930.0,907442970.0,2001.0,439102040.0,0.0915,0.29,5118480109.289618,1514144965.5172415
615,Mesa,490092490.0,955176300.0,2002.0,465083810.0,0.0915,0.29,5356202076.502732,1603737275.8620691
679,Mesa,496194820.0,1012565940.0,2003.0,516371120.0,0.0796,0.29,6233603266.331658,1780590068.9655173
743,Mesa,521755440.0,1054171670.0,2004.0,532416230.0,0.0796,0.29,6554716582.914573,1835918034.4827588
807,Mesa,618901530.0,1259318340.0,2005.0,640416810.0,0.0796,0.29,7775144849.246231,2208333827.586207
871,Mesa,645904400.0,1328973150.0,2006.0,683068750.0,0.0796,0.29,8114376884.422111,2355409482.7586207
935,Mesa,829810890.0,1782082830.0,2007.0,952271940.0,0.0796,0.29,10424759924.623116,3283696344.8275867
999,Mesa,863928800.0,1881883870.0,2008.0,1017955070.0,0.0796,0.29,10853376884.42211,3510189896.5517244
1063,Mesa,1046195930.0,2398147180.0,2009.0,1351951250.0,0.0796,0.29,13143164949.748743,4661900862.068966
1127,Mesa,1057374460.0,2316357860.0,2010.0,1258983400.0,0.0796,0.29,13283598743.718592,4341322068.965518
1191,Mesa,846028790.0,2030736540.0,2011.0,1184707750.0,0.0796,0.29,10628502386.934673,4085199137.9310346
1255,Mesa,852717370.0,2022495180.0,2012.0,1169777810.0,0.0796,0.29,10712529773.869347,4033716586.206897
80,Mineral,5198600.0,14423110.0,1993.0,9224510.0,0.1286,0.29,40424572.317262836,31808655.172413796
81,Mineral,5376480.0,13010040.0,1994.0,7633560.0,0.1286,0.29,41807776.04976672,26322620.689655174
82,Mineral,4790120.0,12606050.0,1995.0,7815930.0,0.1036,0.29,46236679.536679536,26951482.75862069
83,Mineral,5018360.0,12847570.0,1996.0,7829210.0,0.1036,0.29,48439768.33976834,26997275.862068966
84,Mineral,6081930.0,15732730.0,1997.0,9650800.0,0.0974,0.29,62442813.14168378,33278620.689655174
360,Mineral,6450190.0,16019810.0,1998.0,9569620.0,0.0974,0.29,66223716.63244353,32998689.655172415
424,Mineral,7263510.0,17686140.0,1999.0,10422630.0,0.0974,0.29,74574024.64065708,35940103.448275864
488,Mineral,7835900.0,18504310.0,2000.0,10668410.0,0.0974,0.29,80450718.68583162,36787620.68965518
552,Mineral,10440700.0,21654520.0,2001.0,11213820.0,0.0915,0.29,114106010.92896175,38668344.82758621
616,Mineral,10892550.0,22199760.0,2002.0,11307210.0,0.0915,0.29,119044262.29508197,38990379.31034483
680,Mineral,10097130.0,21496100.0,2003.0,11398970.0,0.0796,0.29,126848366.83417085,39306793.10344828
744,Mineral,10465670.0,21917740.0,2004.0,11452070.0,0.0796,0.29,131478266.33165829,39489896.55172414
808,Mineral,11247360.0,23931170.0,2005.0,12683810.0,0.0796,0.29,141298492.46231154,43737275.862068966
872,Mineral,11702660.0,24705170.0,2006.0,13002510.0,0.0796,0.29,147018341.7085427,44836241.37931035
936,Mineral,13654300.0,29682710.0,2007.0,16028410.0,0.0796,0.29,171536432.160804,55270379.31034483
1000,Mineral,14225050.0,30383270.0,2008.0,16158220.0,0.0796,0.29,178706658.29145727,55718000.00000001
1064,Mineral,15974390.0,32943380.0,2009.0,16968990.0,0.0796,0.29,200683291.45728642,58513758.62068966
1128,Mineral,16489530.0,33520060.0,2010.0,17030530.0,0.0796,0.29,207154899.49748743,58725965.51724138
1192,Mineral,17999120.0,37235500.0,2011.0,19236380.0,0.0796,0.29,226119597.98994973,66332344.82758621
1256,Mineral,18077120.0,37064990.0,2012.0,18987870.0,0.0796,0.29,227099497.4874372,65475413.79310346
50,Moffat,18114430.0,324812560.0,1993.0,306698130.0,0.1286,0.29,140858709.17573872,1057579758.6206897
51,Moffat,18602480.0,354823650.0,1994.0,336221170.0,0.1286,0.29,144653810.2643857,1159383344.8275862
52,Moffat,21748710.0,330394960.0,1995.0,308646250.0,0.1036,0.29,209929633.2046332,1064297413.7931036
53,Moffat,22329570.0,317411320.0,1996.0,295081750.0,0.1036,0.29,215536389.96138996,1017523275.862069
54,Moffat,24342180.0,332776240.0,1997.0,308434060.0,0.0974,0.29,249919712.52566734,1063565724.1379311
361,Moffat,25028290.0,321735180.0,1998.0,296706890.0,0.0974,0.29,256963963.03901437,1023127206.8965518
425,Moffat,29509830.0,323187220.0,1999.0,293677390.0,0.0974,0.29,302975667.35112935,1012680655.1724138
489,Moffat,30290910.0,303789450.0,2000.0,273498540.0,0.0974,0.29,310994969.19917864,943098413.7931035
553,Moffat,33195240.0,315084130.0,2001.0,281888890.0,0.0915,0.29,362789508.1967213,972030655.1724138
617,Moffat,33779240.0,321015280.0,2002.0,287236040.0,0.0915,0.29,369172021.8579235,990469103.4482759
681,Moffat,34950290.0,296125160.0,2003.0,261174870.0,0.0796,0.29,439073994.9748744,900603000.0000001
745,Moffat,35964440.0,341380820.0,2004.0,305416380.0,0.0796,0.29,451814572.8643216,1053159931.0344828
809,Moffat,40107200.0,390295280.0,2005.0,350188080.0,0.0796,0.29,503859296.48241204,1207545103.448276
873,Moffat,41636970.0,416730510.0,2006.0,375093540.0,0.0796,0.29,523077512.56281406,1293426000.0
937,Moffat,52255990.0,473894520.0,2007.0,421638530.0,0.0796,0.29,656482286.4321607,1453925965.5172415
1001,Moffat,54014430.0,443074920.0,2008.0,389060490.0,0.0796,0.29,678573241.2060301,1341587896.5517242
1065,Moffat,64381320.0,511343210.0,2009.0,446961890.0,0.0796,0.29,808810552.7638191,1541247896.5517242
1129,Moffat,64914940.0,473376830.0,2010.0,408461890.0,0.0796,0.29,815514321.6080402,1408489275.8620691
1193,Moffat,62259747.0,487789236.0,2011.0,425529489.0,0.0796,0.29,782157625.6281407,1467343065.5172415
1257,Moffat,62770639.0,484072798.0,2012.0,421302159.0,0.0796,0.29,788575866.8341708,1452766065.5172415
200,Montezuma,38777810.0,192866600.0,1993.0,154088790.0,0.1286,0.29,301538180.40435463,531340655.1724138
201,Montezuma,41555990.0,174452850.0,1994.0,132896860.0,0.1286,0.29,323141446.3452566,458265034.48275864
202,Montezuma,47784380.0,160535800.0,1995.0,112751420.0,0.1036,0.29,461239189.1891892,388798000.0
203,Montezuma,51870240.0,172036530.0,1996.0,120166290.0,0.1036,0.29,500677992.2779923,414366517.2413793
204,Montezuma,58130640.0,194959230.0,1997.0,136828590.0,0.0974,0.29,596823819.301848,471822724.13793105
362,Montezuma,60412270.0,212878250.0,1998.0,152465980.0,0.0974,0.29,620249178.6447638,525744758.6206897
426,Montezuma,67916860.0,236185580.0,1999.0,168268720.0,0.0974,0.29,697298357.2895278,580236965.5172415
490,Montezuma,70665580.0,235027590.0,2000.0,164362010.0,0.0974,0.29,725519301.8480493,566765551.724138
554,Montezuma,69486370.0,277709800.0,2001.0,208223430.0,0.0915,0.29,759413879.7814208,718011827.5862069
618,Montezuma,72507520.0,249298770.0,2002.0,176791250.0,0.0915,0.29,792431912.568306,609625000.0
682,Montezuma,70734790.0,247583410.0,2003.0,176848620.0,0.0796,0.29,888628015.0753769,609822827.5862069
746,Montezuma,73748070.0,259888870.0,2004.0,186140800.0,0.0796,0.29,926483291.4572864,641864827.5862069
810,Montezuma,86363130.0,300694400.0,2005.0,214331270.0,0.0796,0.29,1084963944.723618,739073344.8275863
874,Montezuma,92941100.0,368971650.0,2006.0,276030550.0,0.0796,0.29,1167601758.7939699,951829482.7586207
938,Montezuma,106866270.0,453207210.0,2007.0,346340940.0,0.0796,0.29,1342541080.40201,1194279103.448276
1002,Montezuma,113658990.0,437985100.0,2008.0,324326110.0,0.0796,0.29,1427876758.7939699,1118365896.5517242
1066,Montezuma,135419390.0,609604445.0,2009.0,474185055.0,0.0796,0.29,1701248618.0904522,1635120879.310345
1130,Montezuma,137677250.0,543642970.0,2010.0,405965720.0,0.0796,0.29,1729613693.4673367,1399881793.1034484
1194,Montezuma,137476920.0,590007520.0,2011.0,452530600.0,0.0796,0.29,1727096984.924623,1560450344.8275864
1258,Montezuma,138415450.0,654742820.0,2012.0,516327370.0,0.0796,0.29,1738887562.8140702,1780439206.8965518
110,Montrose,62449170.0,155948530.0,1993.0,93499360.0,0.1286,0.29,485607853.8102644,322411586.2068966
111,Montrose,66677420.0,169742600.0,1994.0,103065180.0,0.1286,0.29,518486936.23639196,355397172.41379315
112,Montrose,79154000.0,190093290.0,1995.0,110939290.0,0.1036,0.29,764034749.034749,382549275.862069
113,Montrose,83946620.0,198538970.0,1996.0,114592350.0,0.1036,0.29,810295559.8455598,395146034.48275864
114,Montrose,87875300.0,221436700.0,1997.0,133561400.0,0.0974,0.29,902210472.2792608,460556551.72413796
363,Montrose,91923350.0,224858740.0,1998.0,132935390.0,0.0974,0.29,943771560.5749487,458397896.5517242
427,Montrose,105081420.0,257339920.0,1999.0,152258500.0,0.0974,0.29,1078864681.724846,525029310.34482765
491,Montrose,110928230.0,271555130.0,2000.0,160626900.0,0.0974,0.29,1138893531.8275154,553885862.0689656
555,Montrose,118293660.0,289985230.0,2001.0,171691570.0,0.0915,0.29,1292826885.2459016,592039896.5517242
619,Montrose,124692750.0,301241400.0,2002.0,176548650.0,0.0915,0.29,1362762295.0819674,608788448.2758621
683,Montrose,127415710.0,316155500.0,2003.0,188739790.0,0.0796,0.29,1600699874.3718593,650826862.0689656
747,Montrose,134557566.0,330542250.0,2004.0,195984684.0,0.0796,0.29,1690421683.4170854,675809255.1724138
